RAJ2000,DEJ2000,cst,type
121.45993638888888,84.6809158,CAM,I
122.39252999999998,84.6705093,CAM,I
123.32343611111109,84.6602173,CAM,I
124.25256749999998,84.6500244,CAM,I
125.18023944444442,84.639946,CAM,I
126.10629611111109,84.6299744,CAM,I
127.0306636111111,84.6201172,CAM,I
127.95361499999999,84.6103745,CAM,O
129.40276638888886,85.6027832,CAM,I
130.40275055555554,86.0975418,CAM,O
131.28828,86.0882416,CAM,I
132.17185055555555,86.0790634,CAM,I
133.05378888888887,86.0700073,CAM,I
133.93398305555553,86.0610809,CAM,I
134.81234555555554,86.0522766,CAM,I
135.68916305555553,86.043602,CAM,I
136.56435,86.0350647,CAM,I
137.4378211111111,86.0266571,CAM,I
138.30984611111109,86.0183792,CAM,I
139.18036944444444,86.0102463,CAM,I
140.04924749999998,86.002243,CAM,I
140.91680999999997,85.9943848,CAM,I
141.78294138888887,85.9866638,CAM,I
142.64754305555553,85.9790878,CAM,I
143.51094305555554,85.9716492,CAM,I
144.37299749999997,85.9643631,CAM,I
145.23364944444444,85.957222,CAM,I
146.0931736111111,85.9502335,CAM,I
146.9514661111111,85.9433899,CAM,I
147.80844138888887,85.9366989,CAM,I
148.66440305555554,85.9301605,CAM,I
149.5192336111111,85.9237747,CAM,I
150.37283388888886,85.9175415,CAM,I
151.22550444444443,85.9114685,CAM,I
152.0771461111111,85.9055481,CAM,I
152.92765638888886,85.8997955,CAM,I
153.77732249999997,85.8941956,CAM,I
154.62605999999997,85.8887558,CAM,I
155.47376694444444,85.8834763,CAM,I
156.32071499999998,85.8783569,CAM,I
157.1668336111111,85.8734055,CAM,I
158.0120086111111,85.8686218,CAM,I
158.85652499999998,85.8639984,CAM,I
159.70029888888888,85.8595352,CAM,I
160.54319861111108,85.8552475,CAM,I
161.38554138888887,85.8511276,CAM,I
162.2272261111111,85.847168,CAM,I
163.06815138888888,85.8433838,CAM,I
163.9085911111111,85.8397751,CAM,I
164.74845888888888,85.8363266,CAM,I
165.58765361111108,85.8330536,CAM,I
166.42644888888887,85.8299484,CAM,I
167.26475694444443,85.8270187,CAM,I
168.1024936111111,85.8242645,CAM,I
168.93991499999998,85.8216782,CAM,I
169.7769361111111,85.8192673,CAM,I
170.61346944444443,85.8170319,CAM,I
171.449775,85.8149719,CAM,I
172.28576694444442,85.8130875,CAM,I
173.12134194444442,85.8113785,CAM,I
173.95677611111108,85.8098373,CAM,I
174.79199388888887,85.8084793,CAM,I
175.6268686111111,85.8072968,CAM,I
176.4617011111111,85.8062897,CAM,I
177.2963911111111,85.8054581,CAM,I
178.13083638888887,85.8048019,CAM,I
178.96531055555553,85.8043289,CAM,I
179.79972888888886,85.8040237,CAM,I
180.63400194444444,85.8039017,CAM,I
181.46837694444443,85.8039551,CAM,I
182.30278055555553,85.804184,CAM,I
183.1370969444444,85.8045883,CAM,I
183.97162944444443,85.8051758,CAM,I
184.8062611111111,85.8059387,CAM,I
185.64090749999997,85.8068695,CAM,I
186.47585388888888,85.8079834,CAM,I
187.31097138888887,85.8092728,CAM,I
188.14619111111108,85.8107376,CAM,I
188.98178111111108,85.8123856,CAM,I
189.81765749999997,85.8142014,CAM,I
190.65371999999996,85.8161926,CAM,I
191.49022638888886,85.8183594,CAM,I
192.32708999999997,85.820694,CAM,I
193.164225,85.8232117,CAM,I
194.00190305555554,85.8258972,CAM,I
194.84004,85.8287582,CAM,I
195.67850555555552,85.8317947,CAM,I
196.5176161111111,85.8349991,CAM,I
197.35726805555552,85.8383789,CAM,I
198.19735055555552,85.8419189,CAM,I
199.0381486111111,85.8456421,CAM,I
199.87957499999996,85.8495255,CAM,I
200.7215311111111,85.8535843,CAM,I
201.56428805555552,85.8578033,CAM,I
202.40776055555554,85.8621979,CAM,I
203.25184805555554,85.8667526,CAM,I
204.09682194444443,85.8714752,CAM,I
204.94261194444442,85.876358,CAM,I
205.78908888888887,85.8814087,CAM,I
206.63656638888887,85.8866272,CAM,I
207.48494694444443,85.8919983,CAM,I
208.33411194444443,85.8975372,CAM,I
209.18436611111107,85.9032288,CAM,I
210.03559055555553,85.9090881,CAM,I
210.88771805555552,85.9151001,CAM,I
211.74103194444442,85.9212646,CAM,I
212.59541999999996,85.9275894,CAM,I
213.02295749999996,85.930809,CAM,O
214.2249719444444,84.9353485,CAM,I
215.03268305555554,83.9383926,CAM,I
215.6128694444444,82.9405746,CAM,I
216.04993361111107,81.9422226,CAM,I
216.3911819444444,80.943512,CAM,I
216.66513888888886,79.9445419,CAM,I
216.78285611111107,79.4449844,CAM,O
215.83594361111108,79.4379272,CAM,I
214.88974499999998,79.4310379,CAM,I
213.94397694444442,79.4243088,CAM,I
212.9987669444444,79.4177475,CAM,I
212.05422888888887,79.4113617,CAM,I
211.11007638888887,79.4051437,CAM,I
210.16642499999998,79.3991013,CAM,I
209.22340361111108,79.3932266,CAM,I
208.28071055555552,79.3875351,CAM,I
207.33848999999998,79.382019,CAM,I
206.39685611111108,79.3766785,CAM,I
205.45552194444443,79.371521,CAM,I
204.51458999999997,79.3665466,CAM,I
203.80918944444443,79.3629303,CAM,O
203.94475944444443,78.3632813,CAM,I
204.0591436111111,77.3635635,CAM,I
204.15701861111108,76.3638153,CAM,O
203.2033261111111,76.3590927,CAM,I
202.24977444444443,76.3545532,CAM,I
201.29652444444443,76.3502045,CAM,I
200.34367499999996,76.3460464,CAM,I
199.3909694444444,76.3420792,CAM,I
198.43850555555554,76.3383026,CAM,I
197.48642861111108,76.3347168,CAM,I
196.5344236111111,76.3313217,CAM,I
195.82061249999998,76.3289108,CAM,O
194.86897944444442,76.3258591,CAM,I
193.91767499999997,76.322998,CAM,I
192.96641388888887,76.320343,CAM,I
192.01530888888885,76.3178787,CAM,I
191.06449194444443,76.3156204,CAM,I
190.11368694444442,76.3135529,CAM,I
189.16301249999998,76.3116837,CAM,I
188.2125811111111,76.3100204,CAM,I
187.2621194444444,76.308548,CAM,I
186.31174499999997,76.3072815,CAM,I
185.36158499999996,76.3062134,CAM,I
184.41133944444442,76.3053513,CAM,I
183.4611511111111,76.3046875,CAM,I
182.5111336111111,76.3042221,CAM,I
181.56100194444443,76.3039627,CAM,I
180.61088555555554,76.3039017,CAM,I
179.66088305555553,76.304039,CAM,I
178.71075138888887,76.3043823,CAM,I
177.76057638888886,76.3049316,CAM,I
176.81051694444443,76.3056717,CAM,I
175.86024305555554,76.3066177,CAM,I
174.90991055555554,76.3077621,CAM,I
174.4347961111111,76.3084106,CAM,O
174.46204638888887,77.3083954,CAM,I
174.49388999999996,78.3083725,CAM,I
174.5315836111111,79.308342,CAM,O
173.59551444444443,79.3097687,CAM,I
172.65945888888888,79.3113861,CAM,I
171.72313194444442,79.3132095,CAM,I
170.78666249999998,79.3152237,CAM,I
169.8501494444444,79.3174362,CAM,I
168.91330638888886,79.3198395,CAM,I
167.97626555555553,79.3224411,CAM,I
167.0391511111111,79.3252335,CAM,I
166.1016661111111,79.3282166,CAM,I
165.16392305555553,79.331398,CAM,I
164.22606444444443,79.3347702,CAM,I
163.2877786111111,79.3383255,CAM,I
162.81859805555553,79.3401794,CAM,O
162.94730249999998,80.33992,CAM,I
163.10541611111108,81.3396072,CAM,O
162.18124805555553,81.3433914,CAM,I
161.25670944444443,81.3473663,CAM,I
160.33191138888887,81.3515244,CAM,I
159.40657194444444,81.3558655,CAM,I
158.48078694444442,81.3603821,CAM,I
157.5546886111111,81.3650894,CAM,I
156.627975,81.3699722,CAM,I
155.70078888888887,81.3750381,CAM,I
154.7732311111111,81.3802795,CAM,I
153.84501444444442,81.385704,CAM,I
152.91624,81.3912964,CAM,I
151.98706638888888,81.3970642,CAM,I
151.05716249999998,81.4030075,CAM,I
150.12665694444442,81.4091187,CAM,I
149.19568055555553,81.4153976,CAM,I
148.26393138888886,81.4218521,CAM,I
147.33152388888888,81.4284668,CAM,I
146.39860194444444,81.4352493,CAM,I
145.46482055555555,81.4421997,CAM,I
144.53035361111108,81.4493027,CAM,I
143.59529999999998,81.4565735,CAM,I
142.65937361111108,81.4639969,CAM,I
142.191195,81.4677658,CAM,O
141.86223444444443,80.4690933,CAM,I
141.59515805555554,79.4701767,CAM,I
141.3739019444444,78.471077,CAM,I
141.1874911111111,77.4718246,CAM,I
141.02821805555553,76.4724655,CAM,I
140.89048805555555,75.4730225,CAM,I
140.77012499999998,74.4735107,CAM,I
140.66399555555554,73.473938,CAM,I
140.6154736111111,72.9741364,CAM,O
139.64560055555555,72.9820557,CAM,I
138.6752986111111,72.9901276,CAM,I
137.70469638888886,72.9983521,CAM,I
136.73350805555555,73.0067291,CAM,I
135.76187555555555,73.0152512,CAM,I
134.78991444444443,73.0239182,CAM,I
133.8173386111111,73.0327301,CAM,I
132.84428999999997,73.041687,CAM,I
131.87089944444443,73.0507736,CAM,I
130.8968775,73.0600052,CAM,I
129.9223275,73.0693588,CAM,I
128.94743388888887,73.0788498,CAM,I
127.97186861111109,73.0884705,CAM,I
126.99577361111109,73.0982132,CAM,I
126.01926305555554,73.108078,CAM,I
125.04209555555553,73.1180649,CAM,I
124.06436861111109,73.1281662,CAM,I
123.08622888888887,73.1383743,CAM,I
123.08622888888887,73.1383743,CAM,O
122.96833944444442,72.1389923,CAM,I
122.86253999999998,71.1395493,CAM,I
122.76703805555555,70.1400452,CAM,I
122.68031999999998,69.1405106,CAM,I
122.60121305555553,68.1409225,CAM,I
122.52868638888887,67.141304,CAM,I
122.46193944444443,66.1416473,CAM,I
122.40024138888887,65.1419754,CAM,I
122.34303444444443,64.1422729,CAM,I
122.28980555555555,63.1425552,CAM,I
122.24012388888887,62.1428146,CAM,I
122.19360305555554,61.1430588,CAM,I
122.14995888888888,60.1432877,CAM,I
122.12910138888887,59.6433983,CAM,O
121.13975999999998,59.6538315,CAM,I
120.1501186111111,59.6643677,CAM,I
119.16031805555554,59.6750069,CAM,I
118.17005388888887,59.6857491,CAM,I
117.17946749999999,59.6965866,CAM,I
116.18871749999998,59.7075157,CAM,I
115.1974936111111,59.7185364,CAM,I
114.20594999999999,59.7296448,CAM,I
113.21423249999998,59.7408333,CAM,I
112.22203055555553,59.7521057,CAM,I
111.2294986111111,59.7634544,CAM,I
110.23677305555555,59.7748718,CAM,I
109.24356888888887,59.7863655,CAM,I
108.25002138888887,59.797924,CAM,I
107.75319749999998,59.8037262,CAM,O
107.80084194444443,60.8034477,CAM,I
107.85155249999998,61.8031464,CAM,O
106.85804111111109,61.8147926,CAM,I
105.86429388888888,61.8264923,CAM,I
104.8700311111111,61.838253,CAM,I
103.87537499999999,61.8500633,CAM,I
102.88049694444443,61.8619194,CAM,I
101.88508194444444,61.8738213,CAM,I
100.88928138888888,61.8857651,CAM,I
99.89324555555554,61.8977432,CAM,I
98.8966725,61.9097557,CAM,I
97.89969888888888,61.9217987,CAM,I
96.90249749999998,61.9338646,CAM,I
95.90474388888887,61.9459572,CAM,I
94.90659749999999,61.958065,CAM,I
94.4074561111111,61.9641266,CAM,O
140.6349136111111,31.9691601,CNC,I
140.62408499999998,30.969202,CNC,I
140.61346944444443,29.9692459,CNC,I
140.60306999999997,28.969286,CNC,I
140.59286999999998,27.969326,CNC,I
140.5828575,26.9693642,CNC,I
140.57301444444442,25.9694042,CNC,I
140.56334555555554,24.9694424,CNC,I
140.55383249999997,23.9694786,CNC,I
140.54446194444444,22.9695168,CNC,I
140.53523555555554,21.969553,CNC,I
140.52613805555555,20.9695873,CNC,I
140.51715305555553,19.9696236,CNC,I
140.50828499999997,18.9696598,CNC,I
140.49952944444442,17.9696922,CNC,I
140.4908611111111,16.9697285,CNC,I
140.48229138888888,15.9697618,CNC,I
140.47380888888887,14.9697943,CNC,I
140.46539861111108,13.9698277,CNC,I
140.45705861111108,12.969861,CNC,I
140.44878888888888,11.9698935,CNC,I
140.44059305555552,10.9699259,CNC,I
140.43243888888887,9.9699583,CNC,I
140.42434194444442,8.9699898,CNC,I
140.41627361111108,7.9700212,CNC,I
140.4082636111111,6.9700532,CNC,I
140.4042586111111,6.4700689,CNC,O
139.40531694444442,6.4780231,CNC,I
138.40651944444443,6.486135,CNC,I
137.4075511111111,6.4944043,CNC,I
136.4085811111111,6.5028276,CNC,I
135.40974138888888,6.5114012,CNC,I
134.41072944444443,6.5201244,CNC,I
133.4117025,6.5289941,CNC,I
132.41280611111108,6.5380054,CNC,I
131.41375055555554,6.5471592,CNC,I
130.41468138888888,6.5564508,CNC,I
129.41572638888888,6.565876,CNC,I
128.41661388888886,6.5754347,CNC,I
127.41747444444442,6.5851231,CNC,I
126.41847611111109,6.5949359,CNC,I
125.41930638888887,6.6048737,CNC,I
124.4201236111111,6.6149321,CNC,I
123.42106805555554,6.6251059,CNC,I
122.92139111111109,6.6302376,CNC,O
121.92230694444443,6.6405816,CNC,I
120.92303694444443,6.6510367,CNC,I
120.54834305555553,6.654985,CNC,O
120.55907249999998,7.6549282,CNC,I
120.56984388888887,8.6548719,CNC,I
120.58067249999999,9.6548138,CNC,O
119.58170388888887,9.665411,CNC,I
118.8324886111111,9.6734257,CNC,O
118.84356749999998,10.6733665,CNC,I
118.85472611111109,11.6733074,CNC,I
118.86595499999999,12.6732464,CNC,I
118.87160555555555,13.1732168,CNC,O
118.8829786111111,14.1731548,CNC,I
118.89445055555554,15.1730928,CNC,I
118.90603055555555,16.1730309,CNC,I
118.91772444444443,17.1729679,CNC,I
118.92954888888887,18.172905,CNC,I
118.94151444444442,19.172842,CNC,I
118.94754444444443,19.6728077,CNC,O
119.94544055555554,19.6621456,CNC,I
120.0701236111111,19.66082,CNC,O
120.0821686111111,20.6607571,CNC,I
120.09438444444443,21.6606922,CNC,I
120.10675944444444,22.6606255,CNC,I
120.11933388888887,23.6605606,CNC,I
120.13209305555554,24.6604919,CNC,I
120.14505444444443,25.6604233,CNC,I
120.15824249999999,26.6603546,CNC,I
120.17164638888887,27.6602821,CNC,O
121.16845638888887,27.6497459,CNC,I
121.91596944444443,27.6419144,CNC,O
121.9293886111111,28.6418438,CNC,I
121.94307749999999,29.6417751,CNC,I
121.95702611111109,30.6416988,CNC,I
121.97127305555554,31.6416264,CNC,I
121.98583638888887,32.641552,CNC,I
121.99323138888887,33.1415138,CNC,O
122.98903944444443,33.131176,CNC,I
123.98458944444442,33.1209526,CNC,I
124.98016805555554,33.1108398,CNC,I
125.97563249999999,33.1008492,CNC,I
126.97083888888888,33.0909805,CNC,I
127.96608888888888,33.0812378,CNC,I
128.96122499999998,33.0716171,CNC,I
129.95611638888886,33.0621338,CNC,I
130.95103805555553,33.0527802,CNC,I
131.9458861111111,33.04356,CNC,I
132.94044888888888,33.034481,CNC,I
133.93508388888887,33.0255432,CNC,I
134.92960499999998,33.0167503,CNC,I
135.92388138888887,33.0081062,CNC,I
136.91823,32.9996071,CNC,I
137.91246444444442,32.9912643,CNC,I
138.90646944444444,32.9830742,CNC,I
139.90053138888888,32.9750404,CNC,I
140.64598499999997,32.9691162,CNC,O
185.5623719444444,33.3063164,CVN,I
184.57036944444442,33.3054123,CVN,I
183.57835361111108,33.304718,CVN,I
182.5865086111111,33.3042374,CVN,I
181.5945061111111,33.3039627,CVN,O
181.59426138888887,34.3039627,CVN,I
181.5940186111111,35.3039627,CVN,I
181.59376194444442,36.3039627,CVN,I
181.59348888888886,37.3039627,CVN,I
181.59321749999998,38.3039627,CVN,I
181.59294611111108,39.3039627,CVN,I
181.59265944444442,40.3039627,CVN,I
181.5923594444444,41.3039627,CVN,I
181.5920444444444,42.3039627,CVN,I
181.5917294444444,43.3039627,CVN,I
181.5914161111111,44.3039627,CVN,O
182.57952749999998,44.3042374,CVN,I
182.8264336111111,44.3043365,CVN,O
182.82557555555553,45.3043365,CVN,I
182.82468749999998,46.3043365,CVN,I
182.82375749999997,47.3043365,CVN,I
182.82278555555553,48.3043365,CVN,I
182.8217836111111,49.3043365,CVN,I
182.82073944444443,50.3043365,CVN,I
182.81965194444442,51.3043327,CVN,I
182.81852249999997,52.3043365,CVN,O
183.80279999999996,52.3048668,CVN,I
184.78707749999998,52.3056068,CVN,I
185.7712411111111,52.3065567,CVN,I
186.75556194444442,52.3077126,CVN,I
187.73991138888886,52.3090782,CVN,I
188.72414555555554,52.3106499,CVN,I
189.7085669444444,52.3124275,CVN,I
190.69301555555552,52.3144112,CVN,I
191.67737999999997,52.3166008,CVN,I
192.66192888888887,52.3189964,CVN,I
193.64653638888888,52.3215942,CVN,I
194.63105694444442,52.324398,CVN,I
195.61580694444442,52.327404,CVN,I
196.60059888888887,52.3306084,CVN,I
197.58532055555554,52.3340187,CVN,I
198.57026999999997,52.3376274,CVN,I
199.55529138888886,52.3414345,CVN,I
200.5402561111111,52.3454361,CVN,I
201.52544999999998,52.3496399,CVN,I
202.51074305555554,52.3540382,CVN,I
203.49599388888888,52.3586273,CVN,I
203.74239888888886,52.3598061,CVN,O
203.75500194444442,51.3598328,CVN,I
203.76706055555553,50.3598671,CVN,I
203.77861944444442,49.3598938,CVN,I
203.7897344444444,48.3599167,CVN,I
203.79511361111108,47.8599281,CVN,O
204.7827811111111,47.8647728,CVN,I
205.77037805555554,47.8698044,CVN,I
206.75823138888887,47.8750267,CVN,I
207.74617194444443,47.8804398,CVN,I
208.73406888888886,47.8860397,CVN,I
209.72223749999998,47.8918228,CVN,I
210.71050638888886,47.897789,CVN,I
211.6987319444444,47.9039383,CVN,O
211.71252305555552,46.9039841,CVN,I
211.72579805555552,45.9040222,CVN,I
211.73860055555554,44.9040642,CVN,I
211.75096055555554,43.9041023,CVN,I
211.76291999999998,42.9041405,CVN,I
211.7745061111111,41.9041748,CVN,I
211.78572138888887,40.904213,CVN,I
211.79660861111108,39.9042473,CVN,I
211.80717888888887,38.9042816,CVN,I
211.81746444444443,37.9043121,CVN,I
211.82746361111109,36.9043427,CVN,I
211.83720611111107,35.904377,CVN,I
211.84670388888887,34.9044075,CVN,I
211.85597388888885,33.9044342,CVN,I
211.86502944444442,32.9044647,CVN,I
211.87388388888886,31.9044914,CVN,I
211.88255249999997,30.9045181,CVN,I
211.88893361111107,30.1545391,CVN,O
210.89518499999997,30.1483574,CVN,I
210.77085888888885,30.1475964,CVN,O
210.77894249999997,29.1476192,CVN,I
210.78686694444443,28.147646,CVN,I
210.78882749999997,27.8976517,CVN,O
209.79460638888887,27.8916721,CVN,I
208.80025805555553,27.8858757,CVN,I
207.80599638888887,27.8802643,CVN,I
206.8119194444444,27.8748417,CVN,I
205.8177419444444,27.8696098,CVN,I
204.82360805555552,27.8645668,CVN,I
203.95387194444442,27.8603134,CVN,O
202.9598236111111,27.8556328,CVN,I
201.96596111111108,27.8511505,CVN,I
200.9719994444444,27.8468609,CVN,I
200.22657444444442,27.8437748,CVN,O
200.2213244444444,28.8437634,CVN,I
200.21597388888887,29.8437538,CVN,I
200.21050944444443,30.8437405,CVN,I
200.20774805555553,31.3437366,CVN,O
199.2147736111111,31.339798,CVN,I
198.22198361111109,31.3360615,CVN,I
197.2290794444444,31.3325233,CVN,I
196.23621888888886,31.3291893,CVN,I
195.2435444444444,31.3260574,CVN,I
194.2507411111111,31.3231297,CVN,I
193.25796611111107,31.320406,CVN,I
192.26537694444443,31.3178883,CVN,I
191.27265888888886,31.3155766,CVN,I
190.2799561111111,31.3134727,CVN,I
189.28743888888886,31.3115749,CVN,I
188.29476305555553,31.3098869,CVN,I
187.3021169444444,31.3084068,CVN,I
186.55769388888888,31.3074341,CVN,O
186.55599138888886,32.3074341,CVN,I
186.55426055555554,33.3074303,CVN,O
93.00779388888888,-26.2788925,CMA,I
93.02276388888887,-25.2789841,CMA,I
93.0374836111111,-24.2790718,CMA,I
93.0519825,-23.2791595,CMA,I
93.06625805555554,-22.2792473,CMA,I
93.08033388888887,-21.2793312,CMA,I
93.09421805555554,-20.279417,CMA,I
93.10792194444443,-19.279501,CMA,I
93.1214686111111,-18.279583,CMA,I
93.13485138888888,-17.2796631,CMA,I
93.14809055555554,-16.2797432,CMA,I
93.16120194444443,-15.2798243,CMA,I
93.17418305555555,-14.2799025,CMA,I
93.18705138888888,-13.2799807,CMA,I
93.19981055555554,-12.280057,CMA,I
93.21247805555555,-11.2801352,CMA,I
93.21562499999999,-11.0301533,CMA,O
94.21558194444444,-11.0422859,CMA,I
95.21571611111109,-11.0544071,CMA,I
96.2158936111111,-11.0665112,CMA,I
97.21596444444444,-11.0785942,CMA,I
98.21622888888888,-11.0906553,CMA,I
99.21652805555554,-11.1026888,CMA,I
100.21673388888888,-11.1146898,CMA,I
101.21711999999998,-11.1266584,CMA,I
102.21754805555554,-11.138588,CMA,I
103.21786944444443,-11.1504736,CMA,I
104.21837555555554,-11.1623154,CMA,I
105.21892499999998,-11.1741085,CMA,I
106.21937555555554,-11.1858463,CMA,I
107.22001055555555,-11.1975298,CMA,I
108.22068888888887,-11.2091532,CMA,I
109.2212536111111,-11.2207117,CMA,I
110.22200999999998,-11.2322044,CMA,I
111.22280999999998,-11.2436275,CMA,I
111.97339944444442,-11.2521448,CMA,O
111.96159138888888,-12.252079,CMA,I
111.94968888888887,-13.2520103,CMA,I
111.93769499999999,-14.2519426,CMA,I
111.92559305555554,-15.2518749,CMA,I
111.91336805555554,-16.2518044,CMA,I
111.90102305555554,-17.2517357,CMA,I
111.88854138888887,-18.2516651,CMA,I
111.87591749999999,-19.2515926,CMA,I
111.8631436111111,-20.2515202,CMA,I
111.85019694444443,-21.2514477,CMA,I
111.83707944444443,-22.2513733,CMA,I
111.82376861111109,-23.251297,CMA,I
111.81025805555554,-24.2512226,CMA,I
111.79653138888888,-25.2511444,CMA,I
111.78257694444443,-26.2510643,CMA,I
111.76837944444443,-27.2509861,CMA,I
111.75392388888888,-28.2509022,CMA,I
111.73919694444443,-29.2508202,CMA,I
111.7241836111111,-30.2507362,CMA,I
111.70885499999999,-31.2506466,CMA,I
111.69319805555554,-32.2505608,CMA,I
111.67719888888888,-33.2504692,CMA,O
110.67445361111109,-33.2390785,CMA,I
109.67183555555555,-33.2276192,CMA,I
108.66949805555554,-33.2160912,CMA,I
107.66714555555554,-33.2044945,CMA,I
106.66492944444443,-33.1928368,CMA,I
105.66299861111109,-33.1811256,CMA,I
104.66105388888887,-33.1693535,CMA,I
103.6592461111111,-33.1575317,CMA,I
102.65771694444443,-33.145668,CMA,I
101.65617888888887,-33.1337547,CMA,I
100.65477888888887,-33.1218033,CMA,I
99.90385944444444,-33.1128159,CMA,O
98.90284499999999,-33.1008072,CMA,I
97.90181694444443,-33.0887642,CMA,I
96.90093749999998,-33.0766945,CMA,I
95.90033694444443,-33.0646057,CMA,I
94.89973055555555,-33.052494,CMA,I
93.89925888888888,-33.0403671,CMA,I
92.89906805555555,-33.0282326,CMA,O
92.9161411111111,-32.0283356,CMA,I
92.93284944444443,-31.0284367,CMA,I
92.94920694444443,-30.0285378,CMA,I
92.9652361111111,-29.0286331,CMA,I
92.9809636111111,-28.0287304,CMA,I
92.9925661111111,-27.2787991,CMA,O
122.91097638888887,5.630291,CMI,I
122.90059055555554,4.6303444,CMI,I
122.89024805555555,3.6303976,CMI,I
122.87992055555554,2.630451,CMI,I
122.86960638888887,1.630504,CMI,I
122.8593061111111,0.630557,CMI,I
122.84900694444443,-0.36939,CMI,O
121.84913694444442,-0.3590378,CMI,I
120.84910805555555,-0.3485745,CMI,I
119.84910305555555,-0.3380053,CMI,I
118.84924638888887,-0.3273346,CMI,I
117.84923999999998,-0.3165627,CMI,I
116.8492336111111,-0.3056944,CMI,I
115.84937861111109,-0.2947346,CMI,I
114.84937944444442,-0.2836833,CMI,I
113.84938055555554,-0.2725457,CMI,I
112.84953888888887,-0.2613267,CMI,I
111.84953249999998,-0.2500264,CMI,I
110.84953944444443,-0.2386499,CMI,I
109.84969805555554,-0.2272026,CMI,I
109.59966611111109,-0.224329,CMI,O
109.61116805555554,0.7756049,CMI,I
109.61691888888888,1.2755718,CMI,O
108.61702638888887,1.2871058,CMI,I
107.61727805555554,1.2987028,CMI,I
106.86739638888888,1.3074419,CMI,O
106.87908444444443,2.3073735,CMI,I
106.89079361111109,3.3073053,CMI,I
106.9025161111111,4.3072371,CMI,I
106.91427444444443,5.307168,CMI,O
106.66432194444442,5.3100886,CMI,O
106.67612999999999,6.3100195,CMI,I
106.68798888888888,7.3099504,CMI,I
106.69989749999999,8.3098803,CMI,I
106.71187194444443,9.3098106,CMI,I
106.71787944444443,9.8097754,CMI,O
106.72995305555554,10.8097048,CMI,I
106.74211194444443,11.8096342,CMI,I
106.74822749999998,12.309598,CMI,O
107.74744805555554,12.297946,CMI,I
108.7464811111111,12.2863569,CMI,I
109.74562944444443,12.2748318,CMI,I
110.74471944444443,12.2633753,CMI,I
111.74362361111109,12.2519932,CMI,I
112.74263555555554,12.2406845,CMI,I
113.74160555555554,12.229455,CMI,I
114.2410036111111,12.2238722,CMI,O
114.25272749999999,13.2238064,CMI,O
115.2515461111111,13.2127037,CMI,I
116.2501711111111,13.2016897,CMI,I
117.24890388888888,13.1907644,CMI,I
118.24758749999998,13.1799345,CMI,I
118.87160555555555,13.1732168,CMI,O
118.86033305555554,12.1732769,CMI,I
118.8491386111111,11.173336,CMI,I
118.8380236111111,10.1733961,CMI,I
118.8324886111111,9.6734257,CMI,O
119.83147805555554,9.6627522,CMI,I
120.58067249999999,9.6548138,CMI,O
120.56984388888887,8.6548719,CMI,I
120.55907249999998,7.6549282,CMI,I
120.54834305555553,6.654985,CMI,O
121.54761305555554,6.6444893,CMI,I
122.54669694444443,6.6341038,CMI,I
122.92139111111109,6.6302376,CMI,O
309.7338586111111,-13.5631838,CAP,I
309.72387305555554,-12.5632305,CAP,I
309.71397444444443,-11.5632782,CAP,I
309.70413138888887,-10.563324,CAP,I
309.6943755555555,-9.5633707,CAP,I
309.6846480555555,-8.5634165,CAP,O
308.6859511111111,-8.5729389,CAP,I
307.6870830555555,-8.582592,CAP,I
306.68821361111105,-8.5923729,CAP,I
305.6894594444444,-8.6022758,CAP,I
304.69053305555553,-8.6123018,CAP,I
303.69154944444443,-8.6224461,CAP,I
302.6927086111111,-8.6327038,CAP,I
301.69369638888884,-8.643075,CAP,O
301.70439749999997,-9.6430187,CAP,I
301.7151838888889,-10.6429625,CAP,I
301.7260261111111,-11.6429062,CAP,I
301.7263694444444,-11.6762342,CAP,O
301.7372986111111,-12.676177,CAP,I
301.7483144444444,-13.6761198,CAP,I
301.7594144444444,-14.6760616,CAP,I
301.77060138888885,-15.6760025,CAP,I
301.7819311111111,-16.6759453,CAP,I
301.7933461111111,-17.6758842,CAP,I
301.8049336111111,-18.6758232,CAP,I
301.81660638888883,-19.6757641,CAP,I
301.8284505555555,-20.6757011,CAP,I
301.8404669444444,-21.6756382,CAP,I
301.8526275,-22.6755772,CAP,I
301.8649861111111,-23.6755104,CAP,I
301.8775169444444,-24.6754456,CAP,I
301.89024888888883,-25.6753788,CAP,I
301.90320888888886,-26.675312,CAP,I
301.9159694444444,-27.6419144,CAP,O
302.9126069444444,-27.6315689,CAP,I
303.90901499999995,-27.621336,CAP,I
304.90548138888886,-27.6112175,CAP,I
305.90183249999995,-27.6012173,CAP,I
306.89795555555554,-27.5913391,CAP,O
307.89413388888886,-27.5815849,CAP,I
308.8902569444444,-27.5719585,CAP,I
309.8861219444444,-27.5624638,CAP,I
310.88207249999994,-27.5530987,CAP,I
311.87790888888884,-27.5438709,CAP,I
312.8735444444444,-27.5347843,CAP,I
313.8692386111111,-27.5258369,CAP,I
314.86487388888884,-27.5170345,CAP,I
315.8602244444444,-27.508379,CAP,I
316.85568749999993,-27.4998722,CAP,I
317.85106638888885,-27.4915161,CAP,I
318.8462444444444,-27.4833164,CAP,I
319.8414811111111,-27.4752731,CAP,I
320.83665888888885,-27.4673901,CAP,I
321.8316361111111,-27.4596672,CAP,O
321.8219655555555,-26.4597054,CAP,I
